node_id,account_age_days,in_degree,out_degree,label
1298,1674,7,5,0
1299,383,8,6,0
1300,1839,5,7,0
1301,32,2,1,0
1302,552,4,5,0
1303,277,5,4,0
1304,1443,5,6,0
1305,1375,8,4,0
1306,1310,6,7,0
1307,1705,3,1,0
1308,1408,7,6,0
1309,1421,3,6,0
1310,442,0,3,0
1311,1438,4,6,0
1312,1697,5,6,0
1313,1002,3,7,0
1314,1958,2,8,0
1315,1599,7,6,0
1316,483,7,8,0
1317,1491,6,6,0
1318,234,5,2,0
1319,223,4,3,0
1320,1240,2,5,0
1321,918,6,3,0
1322,1905,1,5,0
1323,1079,5,7,0
1324,1428,5,0,0
1325,384,0,5,0
1326,1875,5,4,0
1327,1898,3,5,0
1328,479,4,3,0
1329,1005,4,4,0
1330,1372,2,5,0
1331,115,6,3,0
1332,625,3,3,0
1333,488,5,3,0
1334,1020,5,1,0
1335,1731,2,7,0
1336,891,5,6,0
1337,1531,3,4,0
1338,1434,7,5,0
1339,444,4,6,0
1340,1102,6,7,0
1341,1499,5,5,0
1342,1094,3,9,0
1343,438,3,4,0
1344,1316,7,8,0
1345,1498,6,5,0
1346,213,1,4,0
1347,319,4,5,0
1348,1023,2,2,0
1349,51,3,4,0
1350,208,7,4,0
1351,344,2,6,0
1352,1463,1,6,0
1353,1643,36,2,1
1354,1472,3,4,0
1355,86,1,2,0
1356,729,3,2,0
1357,1678,2,5,0
1358,1111,5,2,0
1359,1364,1,3,0
1360,1565,7,2,0
1361,1339,4,4,0
1362,620,4,7,0
1363,1868,6,4,0
1364,942,3,11,0
1365,1130,3,2,0
1366,1670,2,4,0
1367,943,2,5,0
1368,946,4,4,0
1369,1674,6,4,0
1370,1890,3,3,0
1371,470,4,5,0
1372,1770,2,1,0
1373,64,1,3,0
1374,721,8,7,0
1375,498,3,3,0
1376,1184,3,4,0
1377,509,1,4,0
1378,319,2,4,0
1379,1510,8,4,0
1380,539,9,7,0
1381,1971,5,3,0
1382,799,6,1,0
1383,459,3,12,0
1384,291,6,11,0
1385,1299,2,3,0
1386,548,5,4,0
1387,1160,4,3,0
1388,327,5,4,0
1389,1514,3,1,0
1390,540,2,6,0
1391,471,13,6,0
1392,1624,4,2,0
1393,892,2,3,0
1394,1317,2,5,0
1395,1385,2,2,0
1396,1804,3,11,0
1397,773,3,3,0
1398,491,5,4,0
1399,1178,6,7,0
1400,1171,1,3,0
1401,1186,4,2,0
1402,419,8,8,0
1403,969,1,3,0
1404,1838,3,3,0
1405,1551,3,4,0
1406,217,7,3,0
1407,237,3,1,0
1408,1754,0,5,0
1409,240,2,6,0
1410,1479,2,5,0
1411,1409,5,10,0
1412,1574,1,3,0
1413,773,6,7,0
1414,1022,8,5,0
1415,1166,5,3,0
1416,1015,4,5,0
1417,1909,8,5,0
1418,358,1,4,0
1419,96,4,2,0
1420,879,3,6,0
1421,306,2,5,0
1422,1409,4,8,0
1423,825,9,11,0
1424,1589,10,11,0
1425,1284,8,6,0
1426,738,7,6,0
1427,403,42,6,1
1428,1278,5,6,0
1429,838,6,5,0
1430,1402,2,2,0
1431,612,3,8,0
1432,1034,5,7,0
1433,1450,2,5,0
1434,1765,3,4,0
1435,1060,1,4,0
1436,852,5,4,0
1437,579,8,6,0
1438,1156,5,3,0
1439,661,5,7,0
1440,525,3,5,0
1441,1127,4,3,0
1442,1982,2,3,0
1443,247,5,8,0
1444,820,22,2,1
1445,236,1,2,0
1446,1268,2,2,0
1447,968,7,6,0
1448,1436,5,5,0
1449,207,6,4,0
1450,835,6,6,0
1451,454,38,6,1
1452,1385,3,0,0
1453,539,6,7,0
1454,1785,3,9,0
1455,1169,1,10,0
1456,1799,2,6,0
1457,1643,3,2,0
1458,1919,2,1,0
1459,507,8,4,0
1460,102,12,13,0
1461,393,3,6,0
1462,266,3,3,0
1463,1850,10,1,0
1464,437,5,3,0
1465,53,3,6,0
1466,869,5,1,0
1467,1142,2,5,0
1468,495,3,1,0
1469,874,1,4,0
1470,354,5,6,0
1471,120,10,2,0
1472,1334,3,2,0
1473,1948,6,4,0
1474,328,5,2,0
1475,688,7,5,0
1476,216,7,8,0
1477,1758,4,1,0
1478,1220,3,3,0
1479,251,4,4,0
1480,714,3,4,0
1481,1329,2,5,0
1482,815,22,2,1
1483,425,6,8,0
1484,1212,0,5,0
1485,1399,4,6,0
1486,1098,2,3,0
1487,916,5,4,0
1488,1907,1,6,0
1489,1333,8,4,0
1490,548,2,5,0
1491,1899,4,3,0
1492,1692,5,2,0
1493,1164,4,6,0
1494,488,1,5,0
1495,1597,7,6,0
1496,1464,1,3,0
1497,1127,2,7,0
1498,280,7,10,0
1499,610,8,4,0
1500,1920,6,3,0
1501,832,8,10,0
1502,1583,2,4,0
1503,1305,6,2,0
1504,221,6,6,0
1505,974,7,6,0
1506,1223,4,3,0
1507,1032,3,4,0
1508,1321,6,4,0
1509,1314,2,4,0
1510,1853,7,9,0
1511,282,2,2,0
1512,1937,5,6,0
1513,384,1,5,0
1514,763,6,4,0
1515,1813,2,4,0
1516,313,4,3,0
1517,1274,1,6,0
1518,1972,5,3,0
1519,1122,8,4,0
1520,406,5,2,0
1521,314,2,4,0
1522,353,2,7,0
1523,1209,4,3,0
1524,1599,3,3,0
1525,1835,2,9,0
1526,485,2,10,0
1527,1284,8,7,0
1528,318,3,0,0
1529,1973,4,4,0
1530,430,5,4,0
1531,1813,1,5,0
1532,625,2,6,0
1533,1470,3,1,0
1534,887,1,5,0
1535,783,6,4,0
1536,1638,1,5,0
1537,1241,2,2,0
1538,1665,7,2,0
1539,730,1,5,0
1540,1743,2,5,0
1541,285,4,6,0
1542,216,2,1,0
1543,448,3,0,0
1544,1440,2,3,0
1545,554,3,10,0
1546,1341,1,4,0
1547,948,36,3,1
1548,1151,5,11,0
1549,820,5,8,0
1550,905,6,5,0
1551,83,6,6,0
1552,246,1,5,0
1553,1061,4,8,0
1554,236,5,4,0
1555,548,2,5,0
1556,1183,5,5,0
1557,1898,4,5,0
1558,1572,3,2,0
1559,1180,6,5,0
1560,1982,5,6,0
1561,1672,1,4,0
1562,1200,0,3,0
1563,848,3,3,0
1564,1297,4,2,0
1565,332,4,7,0
1566,573,6,6,0
1567,933,2,5,0
1568,58,3,2,0
1569,755,2,10,0
1570,1718,4,4,0
1571,782,5,3,0
1572,1613,7,5,0
1573,1281,5,5,0
1574,1024,3,3,0
1575,1902,12,12,0
1576,1672,8,8,0
1577,1624,5,10,0
1578,1603,0,3,0
1579,262,2,8,0
1580,976,3,4,0
1581,976,5,10,0
1582,630,5,3,0
1583,674,4,12,0
1584,493,3,5,0
1585,1744,2,6,0
1586,1043,3,3,0
1587,1556,2,8,0
1588,586,2,7,0
1589,129,7,10,0
1590,1931,3,3,0
1591,482,4,4,0
1592,1612,5,9,0
1593,81,2,4,0
1594,591,5,6,0
1595,139,3,3,0
1596,1398,5,2,0
1597,1315,12,5,0
1598,1942,4,3,0
1599,762,1,6,0
1600,147,4,2,0
1601,71,2,4,0
1602,431,2,3,0
1603,717,6,1,0
1604,932,3,1,0
1605,1763,7,5,0
1606,1061,3,1,0
1607,1974,3,3,0
1608,777,4,2,0
1609,478,6,2,0
1610,1456,4,4,0
1611,868,3,3,0
1612,328,6,2,0
1613,377,5,7,0
1614,115,5,4,0
1615,656,5,10,0
1616,992,2,4,0
1617,1858,3,2,0
1618,448,6,5,0
1619,450,2,4,0
1620,1569,3,3,0
1621,1188,2,5,0
1622,1988,7,7,0
1623,828,3,5,0
1624,1843,19,4,1
1625,646,2,6,0
1626,656,5,9,0
1627,109,3,7,0
1628,842,5,4,0
1629,424,5,7,0
1630,158,5,7,0
1631,1210,6,5,0
1632,1565,3,7,0
1633,1630,4,3,0
1634,320,5,9,0
1635,208,2,3,0
1636,321,4,4,0
1637,1497,5,8,0
1638,333,6,4,0
1639,571,1,6,0
1640,1440,3,5,0
1641,1492,6,3,0
1642,1777,3,3,0
1643,661,3,7,0
1644,35,3,6,0
1645,197,5,1,0
1646,1807,3,6,0
1647,212,3,4,0
1648,643,3,4,0
1649,876,5,5,0
1650,946,6,4,0
1651,1877,6,3,0
1652,1847,2,7,0
1653,1281,2,7,0
1654,1603,1,3,0
1655,1554,1,5,0
1656,908,9,2,0
1657,713,3,5,0
1658,819,4,5,0
1659,35,2,2,0
1660,135,3,4,0
1661,411,2,2,0
1662,361,6,6,0
1663,641,5,5,0
1664,1284,3,4,0
1665,97,3,3,0
1666,1802,6,4,0
1667,1887,7,0,0
1668,884,1,5,0
1669,209,5,6,0
1670,1476,2,2,0
1671,484,2,6,0
1672,1405,30,5,1
1673,552,3,5,0
1674,444,3,1,0
1675,1820,3,2,0
1676,250,3,5,0
1677,957,7,3,0
1678,513,7,4,0
1679,1108,8,7,0
1680,1522,2,2,0
1681,1642,4,6,0
1682,1281,2,5,0
1683,1722,4,2,0
1684,168,5,4,0
1685,1147,6,12,0
1686,1679,5,3,0
1687,1770,6,9,0
1688,1593,4,5,0
1689,1951,8,6,0
1690,66,5,0,0
1691,1273,4,6,0
1692,1812,2,1,0
1693,303,1,8,0
1694,1624,3,5,0
1695,1220,1,3,0
1696,1771,6,4,0
1697,564,6,4,0
1698,189,3,5,0
1699,1282,2,3,0
1700,35,2,3,0
1701,821,2,4,0
1702,1714,2,4,0
1703,1560,7,5,0
1704,713,14,7,0
1705,1076,3,5,0
1706,924,0,6,0
1707,46,4,4,0
1708,635,4,2,0
1709,1650,2,4,0
1710,1943,44,5,1
1711,1871,3,2,0
1712,1582,6,3,0
1713,581,13,15,0
1714,925,6,2,0
1715,1213,3,4,0
1716,1712,3,4,0
1717,1933,3,3,0
1718,566,1,6,0
1719,492,2,7,0
1720,780,3,7,0
1721,1615,0,5,0
1722,1132,3,4,0
1723,912,5,3,0
1724,1259,2,3,0
1725,322,2,4,0
1726,1888,5,2,0
1727,1417,8,12,0
1728,1161,3,5,0
1729,1721,2,7,0
1730,564,2,9,0
1731,500,6,5,0
1732,1918,0,6,0
1733,1050,4,3,0
1734,919,1,4,0
1735,343,0,5,0
1736,1893,1,6,0
1737,1466,2,7,0
1738,1883,4,4,0
1739,609,5,1,0
1740,1498,3,3,0
1741,1863,3,4,0
1742,1744,3,3,0
1743,1616,4,6,0
1744,1268,4,5,0
1745,110,2,2,0
1746,1566,6,10,0
1747,1759,3,4,0
1748,1139,3,8,0
1749,902,4,2,0
1750,1327,1,6,0
1751,1607,4,3,0
1752,1526,3,2,0
1753,108,2,2,0
1754,214,2,4,0
1755,394,1,3,0
1756,1519,9,11,0
1757,1551,1,3,0
1758,1041,1,3,0
1759,1725,37,4,1
1760,344,4,3,0
1761,1199,4,2,0
1762,1738,5,3,0
1763,764,7,6,0
1764,886,2,6,0
1765,1003,5,4,0
1766,880,0,6,0
1767,505,5,2,0
1768,338,2,3,0
1769,1786,3,2,0
1770,1126,4,5,0
1771,1635,3,3,0
1772,235,2,2,0
1773,1026,5,4,0
1774,109,3,6,0
1775,358,3,10,0
1776,1186,2,5,0
1777,965,3,5,0
1778,1576,2,5,0
1779,1129,1,4,0
1780,818,2,6,0
1781,426,1,4,0
1782,1877,3,2,0
1783,1037,4,6,0
1784,1061,4,1,0
1785,1634,4,3,0
1786,771,3,5,0
1787,1982,5,4,0
1788,1453,3,1,0
1789,1398,2,6,0
1790,503,2,3,0
1791,928,24,3,1
1792,102,3,2,0
1793,62,2,2,0
1794,1251,4,8,0
1795,601,4,6,0
1796,317,6,5,0
1797,1338,3,5,0
1798,1041,3,5,0
1799,1459,30,2,1
1800,722,3,3,0
1801,1902,4,6,0
1802,497,2,4,0
1803,1019,3,4,0
1804,840,3,1,0
1805,1878,3,10,0
1806,1995,4,7,0
1807,1450,3,5,0
1808,1598,0,4,0
1809,636,1,3,0
1810,1598,4,6,0
1811,1644,8,6,0
1812,897,3,1,0
1813,221,2,4,0
1814,766,43,9,1
1815,1522,1,4,0
1816,335,2,2,0
1817,899,3,3,0
1818,245,2,8,0
1819,1414,2,4,0
1820,1885,2,4,0
1821,1732,2,3,0
1822,794,2,2,0
1823,834,2,4,0
1824,331,3,6,0
1825,1533,9,10,0
1826,63,2,2,0
1827,269,2,4,0
1828,1288,2,5,0
1829,104,2,4,0
1830,1415,6,7,0
1831,48,5,5,0
1832,1783,7,6,0
1833,1396,1,5,0
1834,1386,3,4,0
1835,823,3,8,0
1836,1760,2,2,0
1837,1319,2,4,0
1838,957,2,4,0
1839,420,0,5,0
1840,1869,2,2,0
1841,1644,5,3,0
1842,1800,6,2,0
1843,566,6,8,0
1844,1710,2,2,0
1845,491,5,7,0
1846,282,4,6,0
1847,1967,5,2,0
1848,988,4,4,0
1849,1304,2,4,0
1850,1924,3,5,0
1851,1587,4,2,0
1852,1332,3,4,0
1853,760,4,6,0
1854,1532,1,8,0
1855,928,2,6,0
1856,100,3,3,0
1857,1483,4,5,0
1858,1118,6,9,0
1859,1595,2,3,0
1860,1793,0,3,0
1861,1146,3,5,0
1862,119,3,1,0
1863,647,4,4,0
1864,1383,3,3,0
1865,1224,1,5,0
1866,1704,5,2,0
1867,95,5,4,0
1868,1621,8,8,0
1869,867,5,1,0
1870,1289,4,6,0
1871,1560,7,1,0
1872,550,7,4,0
1873,1541,2,2,0
1874,1672,15,9,0
1875,1257,5,3,0
1876,1484,2,6,0
1877,799,3,7,0
1878,1828,0,3,0
1879,1011,3,6,0
1880,1623,6,3,0
1881,133,2,3,0
1882,1947,3,9,0
1883,731,27,3,1
1884,991,1,2,0
1885,329,4,10,0
1886,491,7,2,0
1887,1573,8,8,0
1888,1872,7,6,0
1889,1916,1,3,0
1890,42,2,1,0
1891,212,2,8,0
1892,1205,1,3,0
1893,322,1,4,0
1894,1564,3,2,0
1895,473,2,3,0
1896,1711,2,11,0
1897,1715,5,5,0
1898,584,2,5,0
1899,1176,4,6,0
1900,343,4,4,0
1901,1504,22,6,1
1902,1250,5,7,0
1903,362,4,0,0
1904,1021,5,4,0
1905,544,2,7,0
1906,226,4,5,0
1907,41,1,9,0
1908,1247,2,5,0
1909,903,4,3,0
1910,262,4,3,0
1911,586,2,3,0
1912,1793,8,3,0
1913,1651,2,2,0
1914,681,5,5,0
1915,1487,5,7,0
1916,170,27,3,1
1917,333,2,4,0
1918,604,3,1,0
1919,448,2,2,0
1920,1034,2,6,0
1921,1970,25,3,1
1922,1841,4,2,0
1923,1159,4,4,0
1924,1477,8,4,0
1925,1915,3,7,0
1926,1146,3,6,0
1927,1571,4,4,0
1928,1509,4,9,0
1929,481,1,8,0
1930,1752,4,3,0
1931,1040,2,6,0
1932,1561,8,3,0
1933,1156,4,1,0
1934,559,2,9,0
1935,1540,2,4,0
1936,639,7,5,0
1937,1095,4,5,0
1938,1742,7,2,0
1939,1289,4,7,0
1940,1956,5,8,0
1941,86,2,5,0
1942,730,2,4,0
1943,1554,3,3,0
1944,1370,4,3,0
1945,639,3,2,0
1946,136,2,4,0
1947,941,5,2,0
1948,1107,1,5,0
1949,1941,5,3,0
1950,1177,2,5,0
1951,1478,2,5,0
1952,1601,1,7,0
1953,931,1,3,0
1954,802,6,4,0
1955,69,4,3,0
1956,614,7,4,0
1957,555,3,5,0
1958,1676,4,5,0
1959,1291,2,4,0
1960,411,4,2,0
1961,442,2,3,0
1962,266,3,2,0
1963,1657,4,3,0
1964,1521,2,4,0
1965,460,3,2,0
1966,1852,5,2,0
1967,1149,2,6,0
1968,1669,4,3,0
1969,1988,6,1,0
1970,1937,1,5,0
1971,1065,4,7,0
1972,1286,3,7,0
1973,1669,3,4,0
1974,505,5,1,0
1975,1455,4,3,0
1976,506,6,2,0
1977,854,3,3,0
1978,1180,2,6,0
1979,903,0,4,0
1980,793,1,6,0
1981,1738,2,9,0
1982,44,5,3,0
1983,432,3,4,0
1984,722,4,1,0
1985,604,3,1,0
1986,114,2,4,0
1987,662,6,12,0
1988,1758,10,8,0
1989,1272,8,5,0
1990,756,3,3,0
1991,830,4,2,0
1992,283,6,5,0
1993,729,7,0,0
1994,46,3,0,0
1995,588,4,6,0
1996,1877,5,4,0
1997,920,4,6,0
1998,1408,2,5,0
1999,563,3,7,0
2000,475,5,2,0
2001,341,1,6,0
2002,97,4,3,0
2003,1415,4,1,0
2004,1494,3,4,0
2005,1560,3,5,0
2006,552,5,3,0
2007,1762,6,3,0
2008,1408,3,2,0
2009,496,3,4,0
2010,154,1,8,0
2011,1107,4,2,0
2012,1440,2,2,0
2013,609,2,4,0
2014,1228,2,4,0
2015,1200,1,5,0
2016,1667,6,5,0
2017,1046,5,4,0
2018,1265,5,4,0
2019,1722,2,6,0
2020,878,4,4,0
2021,1901,8,11,0
2022,198,2,4,0
2023,268,3,5,0
2024,511,4,3,0
2025,202,3,3,0
2026,104,3,1,0
2027,764,5,5,0
2028,290,2,2,0
2029,417,2,3,0
2030,1257,3,3,0
2031,1905,8,2,0
2032,1962,4,3,0
2033,1521,3,6,0
2034,960,2,6,0
2035,1852,5,2,0
2036,759,4,5,0
2037,1496,2,5,0
2038,61,4,4,0
2039,1506,6,3,0
2040,642,4,7,0
2041,1609,4,4,0
2042,508,2,3,0
2043,1278,3,5,0
2044,524,4,2,0
2045,59,3,1,0
2046,345,5,8,0
2047,1710,4,3,0
2048,827,5,7,0
2049,891,3,5,0
2050,1311,2,3,0
2051,1041,6,2,0
2052,1363,4,1,0
2053,1682,4,2,0
2054,1017,2,4,0
2055,430,3,2,0
2056,1223,1,3,0
2057,1228,2,4,0
2058,763,5,5,0
2059,731,4,8,0
2060,747,2,2,0
2061,889,4,5,0
2062,1603,2,4,0
2063,1529,4,7,0
2064,842,5,3,0
2065,888,4,8,0
2066,171,3,6,0
2067,618,27,1,1
2068,475,3,3,0
2069,418,3,2,0
2070,1157,3,3,0
2071,722,4,6,0
2072,243,5,1,0
2073,1353,6,4,0
2074,119,7,4,0
2075,274,1,4,0
2076,1109,5,3,0
2077,1230,4,5,0
2078,1238,1,3,0
2079,556,6,8,0
2080,553,5,4,0
2081,1690,3,2,0
2082,477,1,6,0
2083,1863,4,1,0
2084,1867,2,4,0
2085,489,2,6,0
2086,508,3,5,0
2087,560,2,2,0
2088,33,24,4,1
2089,733,4,5,0
2090,416,35,4,1
2091,1998,3,5,0
2092,1575,1,3,0
2093,1609,2,4,0
2094,1779,3,3,0
2095,400,2,4,0
2096,1041,2,4,0
2097,1339,2,6,0
2098,1411,2,2,0
2099,152,7,5,0
2100,1295,8,3,0
2101,1529,5,4,0
2102,1878,1,4,0
2103,1012,7,7,0
2104,369,5,7,0
2105,1834,5,9,0
2106,370,6,10,0
2107,335,6,2,0
2108,277,4,6,0
2109,1397,2,1,0
2110,660,3,1,0
2111,1977,4,2,0
2112,1830,3,5,0
2113,1676,2,2,0
2114,1200,4,0,0
2115,1289,4,4,0
2116,1045,2,4,0
2117,1662,1,5,0
2118,1982,3,1,0
2119,779,1,6,0
2120,1350,3,1,0
2121,1107,1,4,0
2122,1977,5,6,0
2123,1796,4,4,0
2124,1577,3,4,0
2125,48,2,7,0
2126,1037,6,5,0
2127,1612,3,5,0
2128,1697,0,8,0
2129,180,4,8,0
2130,635,2,3,0
2131,1337,4,2,0
2132,1950,7,5,0
2133,1648,3,0,0
2134,1980,5,7,0
2135,363,2,2,0
2136,1234,3,6,0
2137,377,34,4,1
2138,946,1,9,0
2139,1377,2,8,0
2140,549,22,0,1
2141,113,3,1,0
2142,1410,2,5,0
2143,1949,3,4,0
2144,1418,4,13,0
2145,564,3,1,0
2146,1653,5,6,0
2147,69,4,5,0
2148,1199,0,5,0
2149,530,1,5,0
2150,1410,1,6,0
2151,1049,3,4,0
2152,1297,5,6,0
2153,722,6,2,0
2154,803,1,4,0
2155,399,2,4,0
2156,340,3,3,0
2157,956,4,1,0
2158,1325,2,7,0
2159,1615,4,1,0
2160,164,5,0,0
2161,528,4,7,0
2162,309,3,4,0
2163,1191,1,4,0
2164,309,3,5,0
2165,969,2,4,0
2166,301,4,5,0
2167,1546,3,4,0
2168,1838,2,6,0
2169,1287,1,2,0
2170,1304,4,3,0
2171,483,3,3,0
2172,519,3,8,0
2173,211,3,5,0
2174,1201,3,6,0
2175,810,3,3,0
2176,776,0,4,0
2177,1688,5,6,0
2178,938,9,3,0
2179,1974,1,3,0
2180,864,1,4,0
2181,801,3,3,0
2182,1042,4,2,0
2183,1096,5,3,0
2184,311,3,1,0
2185,809,3,5,0
2186,1831,4,3,0
2187,301,2,6,0
2188,1624,5,5,0
2189,452,3,3,0
2190,1558,4,5,0
2191,1495,2,6,0
2192,70,1,4,0
2193,770,4,5,0
2194,264,1,5,0
2195,1242,2,4,0
2196,1048,4,9,0
2197,961,4,3,0
2198,336,8,1,0
2199,908,3,4,0
2200,674,3,2,0
2201,1701,0,7,0
2202,505,2,4,0
2203,1061,2,8,0
2204,1642,5,3,0
2205,1199,2,2,0
2206,1813,2,3,0
2207,1864,6,4,0
2208,1136,3,3,0
2209,1561,1,4,0
2210,195,3,4,0
2211,38,4,9,0
2212,1644,3,5,0
2213,66,2,2,0
2214,1042,1,3,0
2215,1463,1,2,0
2216,1856,4,5,0
2217,170,1,2,0
2218,1884,2,5,0
2219,61,1,5,0
2220,784,42,1,1
2221,169,1,6,0
2222,855,2,2,0
2223,1212,5,1,0
2224,1925,3,4,0
2225,415,6,7,0
2226,575,7,1,0
2227,324,1,2,0
2228,328,4,0,0
2229,1535,1,4,0
2230,719,3,2,0
2231,1281,3,3,0
2232,956,1,5,0
2233,744,4,3,0
2234,299,5,1,0
2235,1649,5,3,0
2236,152,2,4,0
2237,375,1,4,0
2238,329,4,2,0
2239,124,3,3,0
2240,1691,6,9,0
2241,1470,9,5,0
2242,1138,4,4,0
2243,959,2,7,0
2244,986,4,1,0
2245,925,0,4,0
2246,168,5,2,0
2247,1185,3,2,0
2248,951,1,6,0
2249,44,0,3,0
2250,928,3,3,0
2251,298,1,3,0
2252,622,4,2,0
2253,248,2,1,0
2254,1906,2,2,0
2255,387,5,1,0
2256,1885,1,7,0
2257,1580,2,3,0
2258,1503,4,3,0
2259,861,35,4,1
2260,742,4,1,0
2261,1486,3,2,0
2262,711,4,6,0
2263,1469,6,5,0
2264,1642,1,4,0
2265,111,4,4,0
2266,697,5,6,0
2267,1501,6,4,0
2268,1657,5,0,0
2269,632,3,6,0
2270,223,1,2,0
2271,1305,7,2,0
2272,1650,1,3,0
2273,788,3,4,0
2274,314,3,6,0
2275,1069,2,1,0
2276,911,5,4,0
2277,471,4,8,0
2278,1323,2,3,0
2279,152,13,7,0
2280,1054,7,4,0
2281,1388,3,5,0
2282,1877,2,4,0
2283,1762,2,4,0
2284,1721,3,4,0
2285,102,4,7,0
2286,948,9,5,0
2287,1976,2,6,0
2288,209,3,2,0
2289,211,4,3,0
2290,1926,1,4,0
2291,1830,1,5,0
2292,962,4,3,0
2293,1607,2,2,0
2294,1763,37,4,1
2295,1292,1,7,0
2296,1483,2,3,0
2297,709,3,3,0
2298,1638,4,2,0
2299,387,6,4,0
2300,284,2,7,0
2301,691,6,4,0
2302,1510,4,6,0
2303,674,4,1,0
2304,698,0,4,0
2305,1054,3,3,0
2306,167,1,4,0
2307,238,6,4,0
2308,656,1,2,0
2309,1517,2,5,0
2310,54,6,6,0
2311,617,3,5,0
2312,1842,7,7,0
2313,791,3,2,0
2314,167,3,2,0
2315,1067,2,2,0
2316,1559,4,4,0
2317,684,2,6,0
2318,1758,9,6,0
2319,217,2,7,0
2320,927,0,5,0
2321,717,4,6,0
2322,1724,2,4,0
2323,1126,3,5,0
2324,1203,4,7,0
2325,1455,4,0,0
2326,1081,2,1,0
2327,287,8,8,0
2328,1633,7,7,0
2329,504,8,6,0
2330,943,3,4,0
2331,1819,2,5,0
2332,1123,1,3,0
2333,849,3,1,0
2334,55,1,4,0
2335,1038,6,8,0
2336,768,1,3,0
2337,902,6,4,0
2338,114,4,6,0
2339,935,3,2,0
2340,1331,3,2,0
2341,1013,3,4,0
2342,770,2,4,0
2343,1427,3,3,0
2344,346,2,5,0
2345,998,4,6,0
2346,1361,3,7,0
2347,201,1,6,0
2348,1191,4,2,0
2349,1821,3,5,0
2350,212,3,2,0
2351,354,8,4,0
2352,1223,3,2,0
2353,1496,20,3,1
2354,1980,7,10,0
2355,232,40,3,1
2356,411,8,2,0
2357,1790,3,6,0
2358,203,2,6,0
2359,1838,3,3,0
2360,1064,1,2,0
2361,1813,2,5,0
2362,1909,2,6,0
2363,946,41,2,1
2364,894,2,2,0
2365,891,1,3,0
2366,1286,3,4,0
2367,1937,3,2,0
2368,1674,1,4,0
2369,1946,3,5,0
2370,474,3,5,0
2371,878,4,2,0
2372,1636,2,5,0
2373,293,5,7,0
2374,983,4,4,0
2375,1480,4,1,0
2376,1697,2,2,0
2377,1426,1,4,0
2378,548,1,4,0
2379,1969,6,4,0
2380,1723,7,4,0
2381,53,2,4,0
2382,279,1,6,0
2383,1517,3,2,0
2384,1629,4,5,0
2385,473,6,3,0
2386,1557,4,4,0
2387,87,2,2,0
2388,94,2,7,0
2389,817,2,4,0
2390,1783,2,3,0
2391,892,5,3,0
2392,1089,3,2,0
2393,1051,6,4,0
2394,790,3,6,0
2395,412,2,6,0
2396,122,0,5,0
2397,1597,3,3,0
2398,49,4,6,0
2399,1226,3,5,0
2400,606,0,4,0
2401,1870,2,3,0
2402,1188,2,1,0
2403,657,3,4,0
2404,1580,4,1,0
2405,308,1,3,0
2406,1073,2,1,0
2407,1166,3,3,0
2408,945,0,5,0
2409,176,31,4,1
2410,507,4,6,0
2411,1603,5,3,0
2412,145,4,2,0
2413,495,9,1,0
2414,261,1,5,0
2415,811,1,3,0
2416,945,6,5,0
2417,43,3,3,0
2418,613,2,2,0
2419,1345,3,6,0
2420,1345,1,3,0
2421,1778,0,6,0
2422,1250,3,2,0
2423,1292,3,0,0
2424,1517,7,1,0
2425,154,4,4,0
2426,828,4,6,0
2427,1795,6,4,0
2428,542,1,4,0
2429,1479,5,8,0
2430,1813,2,9,0
2431,302,2,4,0
2432,1773,4,2,0
2433,767,4,6,0
2434,1705,3,5,0
2435,1690,3,3,0
2436,592,4,3,0
2437,525,3,3,0
2438,918,1,7,0
2439,1049,4,6,0
2440,273,2,3,0
2441,574,2,2,0
2442,1797,3,6,0
2443,1075,1,4,0
2444,1010,2,6,0
2445,1793,1,6,0
2446,1151,4,5,0
2447,1140,3,4,0
2448,489,2,2,0
2449,1934,3,4,0
2450,355,5,3,0
2451,1204,3,1,0
2452,1452,2,4,0
2453,472,3,6,0
2454,1840,6,5,0
2455,1271,1,4,0
2456,1345,3,6,0
2457,739,9,8,0
2458,440,2,3,0
2459,1708,2,3,0
2460,303,1,5,0
2461,1703,2,2,0
2462,679,2,2,0
2463,1319,1,7,0
2464,878,2,2,0
2465,1464,5,3,0
2466,638,2,5,0
2467,1462,2,3,0
2468,1452,6,3,0
2469,206,3,3,0
2470,1601,1,2,0
2471,833,4,2,0
2472,550,2,3,0
2473,1242,6,6,0
2474,1770,2,3,0
2475,708,4,7,0
2476,154,2,2,0
2477,1574,4,4,0
2478,1848,3,3,0
2479,1375,4,6,0
2480,924,5,4,0
2481,231,2,4,0
2482,1901,5,3,0
2483,822,3,5,0
2484,1492,1,5,0
2485,1990,6,2,0
2486,1330,2,6,0
2487,34,4,3,0
2488,1362,5,5,0
2489,936,3,3,0
2490,435,3,2,0
2491,534,10,10,0
2492,951,4,2,0
2493,236,1,4,0
2494,1361,4,3,0
2495,1847,3,2,0
2496,1090,2,1,0
2497,1278,2,2,0
2498,714,4,1,0
2499,1316,3,3,0
2500,553,2,1,0
2501,1364,2,3,0
2502,858,4,3,0
2503,1541,3,4,0
2504,639,2,2,0
2505,1969,2,4,0
2506,690,4,3,0
2507,594,5,4,0
2508,883,7,3,0
2509,947,4,6,0
2510,1303,3,3,0
2511,155,1,5,0
